week,category,weekly_rank,weekly_hours_viewed,cumulative_weeks_in_top_10,Show_title,type,description,release_year,age_certification,runtime_mins,genres,production_countries,imdb_id,imdb_score,imdb_votes,drama,comedy,action,family,crime,romance,month_year
2022-10-09,Films (English),7,8420000,1,sing,movie,"In a city of humanoid animals, a hustling theater impresario's attempt to save his theater with a singing competition becomes grander than he anticipates even as its finalists find that their lives will never be the same.",2016,PG,108.0,"animation, comedy, family","Japan, United States, France",tt3470600,7.1,169979.0,0,1,0,1,0,0,2022-10
2022-10-09,Films (English),8,8350000,2,marauders,MOVIE,An untraceable group of elite bank robbers is chased by a suicidal FBI agent who uncovers a deeper purpose behind the robbery-homicides.,2016,R,107.0,"crime, thriller, action",Canada,tt3963816,5.5,21929.0,0,0,1,0,1,0,2022-10
2022-10-09,Films (English),9,7850000,1,the redeem team,movie,"Follows the story of the 2008 U.S. Olympic Men's Basketball team and how ""The Redeem Team"" set a new standard for American basketball.",2022,TV-MA,97.0,"documentary, history, sport",United States,tt21837726,7.4,6470.0,0,0,0,0,0,0,2022-10
2022-10-09,Films (Non-English),2,6630000,1,laal singh chaddha,movie,"Laal Singh Chaddha, a simple man whose extraordinary journey will fill you with love, warmth, happiness and will also make you laugh.",2022,PG-13,159.0,"comedy, drama, romance",India,tt10028196,5.4,169172.0,1,1,0,0,0,1,2022-10
2022-10-09,Films (Non-English),4,5130000,2,plan a plan b,movie,"Follows a matchmaker who believes marriage is for everyone except herself, and a successful divorce lawyer with a secret, who cross paths, and explores if opposites coexist or attract.",2022,TV-14,105.0,"comedy, romance",India,tt15238986,4.7,1390.0,0,1,0,0,0,1,2022-10
2022-10-09,Films (Non-English),5,4140000,1,togo,movie,"The story of Togo, the sled dog who led the 1925 serum run despite being considered too small and weak to lead such an intense race.",2019,PG,113.0,"adventure, biography, drama",United States,tt5116302,7.9,49069.0,1,0,0,0,0,0,2022-10
2022-10-09,Films (Non-English),6,3700000,1,jumping from high places,movie,"To honor her best friend's last wish, a young woman with severe anxiety confronts her greatest fears to try and reclaim her life — and perhaps find love.",2022,TV-14,88.0,"comedy, drama, romance",Italy,tt22071864,0.0,542.0,1,1,0,0,0,1,2022-10
2022-10-09,Films (Non-English),7,2830000,3,athena,movie,"Hours after the tragic death of their youngest brother in unexplained circumstances, three siblings have their lives thrown into chaos.",2022,R,99.0,"action, drama, thriller",France,tt15445056,6.8,11166.0,1,0,1,0,0,0,2022-10
2022-10-09,TV (English),1,205330000,3,dahmer,movie,"Biopic about notorious American serial killer Jeffrey Dahmer, taking place in both the past and the present.",2002,R,101.0,"biography, crime, drama",United States,tt0285728,5.6,10725.0,1,0,0,0,1,0,2022-10
2022-10-09,TV (English),2,31400000,1,conversations with a killer: the jeffrey dahmer tapes,series,"Serial killer Jeffrey Dahmer confesses to his gruesome crimes in unguarded interviews, offering an unsettling view into a disturbed mind.",2022,TV-MA,0.0,"documentary, biography, crime",United States,tt21946032,7.4,1621.0,0,0,0,0,1,0,2022-10
2022-10-09,TV (English),3,27830000,3,dynasty,SHOW,"The reboot follows two of America’s wealthiest families, the Carringtons and the Colbys, as they feud for control over their fortune and their children focusing on Fallon Carrington, the daughter of billionaire Blake Carrington, and her soon-to-be stepmother, Cristal, a Hispanic woman marrying into this WASP family and America’s most powerful class.",2017,TV-14,42.0,drama,United States,tt6128300,7.2,21637.0,1,0,0,0,0,0,2022-10
2022-10-09,TV (English),4,18790000,1,the midnight club,series,"The Midnight Club follows a group of five terminally ill patients at Brightcliffe Hospice, who begin to gather together at midnight to share scary stories.",2022,TV-MA,1.0,"drama, horror, mystery","Canada, United States",tt13444912,7.0,2527.0,1,0,0,0,0,0,2022-10
2022-10-09,TV (English),5,15210000,1,bling empire,SHOW,"Follow LA's wildly wealthy Asian and Asian American fun seekers as they go all out with fabulous parties, glamour and drama in this reality series.",2021,TV-MA,37.0,reality,United States,tt13660962,5.8,3052.0,0,0,0,0,0,0,2022-10
2022-10-09,TV (English),6,14960000,4,fate: the winx saga,SHOW,"The coming-of-age journey of five fairies attending Alfea, a magical boarding school in the Otherworld where they must learn to master their powers while navigating love, rivalries, and the monsters that threaten their very existence.",2021,TV-MA,5.0,"scifi, drama, fantasy, action",United States,tt8179402,6.8,39519.0,1,0,1,0,0,0,2022-10
2022-10-09,TV (English),7,13530000,5,cobra kai,SHOW,"This Karate Kid sequel series picks up 30 years after the events of the 1984 All Valley Karate Tournament and finds Johnny Lawrence on the hunt for redemption by reopening the infamous Cobra Kai karate dojo. This reignites his old rivalry with the successful Daniel LaRusso, who has been working to maintain the balance in his life without mentor Mr. Miyagi.",2018,TV-14,31.0,"action, drama, sport, comedy",United States,tt7221388,8.5,166830.0,1,1,1,0,0,0,2022-10
2022-10-09,TV (English),8,9480000,3,heartbreak high,SHOW,The ins and outs of the classroom lives of a group of students who attend the fictional Hartley High School in Sydney.,1994,TV-MA,45.0,"drama, romance, comedy",Australia,tt5582224,7.8,3139.0,1,1,0,0,0,1,2022-10
2022-10-09,TV (English),9,9420000,19,stranger things,SHOW,"When a young boy vanishes, a small town uncovers a mystery involving secret experiments, terrifying supernatural forces, and one strange little girl.",2016,TV-14,61.0,"scifi, thriller, drama, fantasy, horror",United States,tt4574334,8.7,1101055.0,1,0,0,0,0,0,2022-10
2022-10-09,TV (English),10,8860000,3,conversations with a killer: the john wayne gacy tapes,SHOW,He dined with the powerful. He preyed on the vulnerable. Beneath a smiling exterior was the horrifying darkness of a sadistic serial killer.,2022,TV-MA,61.0,"documentation, crime",United States,tt18970124,7.1,6665.0,0,0,0,0,1,0,2022-10
2022-10-09,TV (Non-English),1,59430000,2,the empress,series,"Two young people meet. A fateful encounter - the proverbial love at first sight. He is Emperor Franz Joseph of Austria-Hungary, she is Elisabeth von Wittelsbach, Princess of Bavaria and the sister of the woman Franz is to marry.",2022,TV-MA,0.0,"drama, history, romance",Germany,tt13720112,7.9,6953.0,1,0,0,0,0,1,2022-10
2022-10-09,TV (Non-English),2,45840000,1,high water,series,"When the flood wave approaches the capital of Lower Silesia, a decision is made to save the city from the destructive elements, the surrounding villages and fields should be sacrificed.",2022,TV-MA,0.0,drama,Poland,tt15096728,7.2,2362.0,1,0,0,0,0,0,2022-10
2022-10-09,TV (Non-English),3,23580000,5,little women,MOVIE,"With their father away as a chaplain in the Civil War, Jo, Meg, Beth and Amy grow up with their mother in somewhat reduced circumstances. They are a close family who inevitably have their squabbles and tragedies. But the bond holds even when, later, male friends start to become a part of the household.",1994,PG,115.0,"drama, romance, family",United States,tt0110367,7.3,58178.0,1,0,0,1,0,1,2022-10
2022-10-09,TV (Non-English),4,13750000,4,"el rey, vicente fernández",series,Follows the life of Mexican music icon Vicente Fernandez.,2022,TV-14,0.0,"biography, drama, music","Mexico, Colombia",tt16442864,7.3,266.0,1,0,0,0,0,0,2022-10
2022-10-09,TV (Non-English),5,12220000,14,extraordinary attorney woo,SHOW,Brilliant attorney Woo Young-woo tackles challenges in the courtroom and beyond as a newbie at a top law firm and a woman on the autism spectrum.,2022,TV-14,7.0,drama,South Korea,tt20869502,8.8,10429.0,1,0,0,0,0,0,2022-10
2022-10-09,TV (Non-English),6,9780000,14,alchemy of souls,SHOW,"A powerful sorceress in a blind woman's body encounters a man from a prestigious family, who wants her help to change his destiny.",2022,TV-14,8.0,"drama, action, thriller, scifi, comedy, fantasy, romance",South Korea,tt20859920,8.6,878.0,1,1,1,0,0,1,2022-10
2022-10-09,TV (Non-English),8,8020000,4,cyberpunk: edgerunners,series,"A Street Kid trying to survive in a technology and body modification-obsessed city of the future. Having everything to lose, he chooses to stay alive by becoming an Edgerunner, a Mercenary outlaw also known as a Cyberpunk.",2022,TV-MA,0.0,"animation, action, adventure","Poland, United States",tt12590266,8.4,38251.0,0,0,1,0,0,0,2022-10
2022-10-09,TV (Non-English),10,7100000,5,diary of a gigolo,series,A gigolo's life begins to unravel when he becomes involved in a client's family affairs and violates the fundamental rule of his job: don't fall in love.,2022,TV-MA,0.0,"crime, drama, mystery","United States, Argentina",tt16481820,6.5,936.0,1,0,0,0,1,0,2022-10
2022-10-02,Films (English),1,46190000,2,lou,movie,"A storm rages. A young girl is kidnapped. Her mother teams up with the mysterious woman next door to pursue the kidnapper, a journey that tests their limits and exposes shocking secrets from their pasts.",2022,R,107.0,"action, crime, drama",United States,tt5315210,6.1,19805.0,1,0,1,0,1,0,2022-10
2022-10-02,Films (English),2,37340000,1,blonde,movie,A fictionalized chronicle of the inner life of Marilyn Monroe.,2022,NC-17,167.0,"biography, drama, romance",United States,tt1655389,5.5,36785.0,1,0,0,0,0,1,2022-10
2022-10-02,Films (English),3,15920000,3,do revenge,movie,Drea and Eleanor agree to go after one another's bullies.,2022,TV-MA,118.0,comedy,United States,tt13327038,6.3,31964.0,0,1,0,0,0,0,2022-10
2022-10-02,Films (English),4,15670000,2,a jazzman's blues,movie,"Follows an investigation into an unsolved murder unveiling a story full of forbidden love, deceit and a secret.",2022,R,127.0,drama,United States,tt14307536,6.7,2671.0,1,0,0,0,0,0,2022-10
2022-10-02,Films (English),6,8110000,1,last seen alive,movie,Will's soon-to-be ex-wife mysteriously vanishes at a gas station. He delves into the town's criminal underbelly while running from the authorities in a race against time to find her.,2022,R,95.0,"action, drama, mystery",United States,tt10242388,5.6,16778.0,1,0,1,0,0,0,2022-10
2022-10-02,Films (English),7,6700000,1,marauders,MOVIE,An untraceable group of elite bank robbers is chased by a suicidal FBI agent who uncovers a deeper purpose behind the robbery-homicides.,2016,R,107.0,"crime, thriller, action",Canada,tt3963816,5.5,21929.0,0,0,1,0,1,0,2022-10
2022-10-02,Films (English),8,6420000,1,inheritance,movie,"The patriarch of a wealthy and powerful family suddenly passes away, leaving his daughter with a shocking secret inheritance that threatens to unravel and destroy the family.",2020,TV-MA,111.0,"drama, mystery, thriller",United States,tt7923220,5.5,15191.0,1,0,0,0,0,0,2022-10
2022-10-02,Films (English),9,5450000,2,father stu,movie,"Follows the life of Father Stuart Long, a boxer-turned-priest who inspired countless people during his journey from self-destruction to redemption.",2022,R,124.0,"biography, drama","United States, South Korea",tt14439896,6.5,18269.0,1,0,0,0,0,0,2022-10
2022-10-02,Films (English),10,5170000,1,elysium,movie,"In the year 2154, the very wealthy live on a man-made space station while the rest of the population resides on a ruined Earth. A man takes on a mission that could bring equality to the polarized worlds.",2013,R,109.0,"action, drama, sci-fi","United States, Canada",tt1535108,6.6,448405.0,1,0,1,0,0,0,2022-10
2022-10-02,Films (Non-English),1,13600000,2,athena,movie,"Hours after the tragic death of their youngest brother in unexplained circumstances, three siblings have their lives thrown into chaos.",2022,R,99.0,"action, drama, thriller",France,tt15445056,6.8,11166.0,1,0,1,0,0,0,2022-10
2022-10-02,Films (Non-English),2,4500000,2,the perfumier,movie,"A police detective tries to get back his girlfriend as well as his sense of smell, as he gets help from a perfume maker who uses deadly methods to find the perfect perfume.",2022,TV-MA,96.0,"crime, drama, mystery",Germany,tt21916206,3.6,990.0,1,0,0,0,1,0,2022-10
2022-10-02,Films (Non-English),4,3920000,1,plan a plan b,movie,"Follows a matchmaker who believes marriage is for everyone except herself, and a successful divorce lawyer with a secret, who cross paths, and explores if opposites coexist or attract.",2022,TV-14,105.0,"comedy, romance",India,tt15238986,4.7,1390.0,0,1,0,0,0,1,2022-10
2022-10-02,Films (Non-English),6,2220000,4,no limit,movie,Roxana Aubrey decides to drop her studies and escape her life in Paris for a free diving course in the south of France. She is quickly pulled into a life that reaches new depths brought by the weight of an ocean's descent.,2022,TV-MA,118.0,"drama, romance, sport",France,tt14995258,5.8,2149.0,1,0,0,0,0,1,2022-10
2022-10-02,Films (Non-English),7,2210000,3,el jeremías,movie,"Set in Sonora Mexico, the film tells the story of Jeremías an eight year old who finds out he is a gifted child and initiates a journey of self discovery.",2015,PG-13,95.0,"comedy, drama, family",Mexico,tt4457020,7.2,969.0,1,1,0,1,0,0,2022-10
2022-10-02,Films (Non-English),8,2160000,6,loving adults,movie,Follows a couple who appear to be living the perfect life after their son is declared healthy following a long-term illness.,2022,TV-MA,104.0,"crime, drama, thriller",Denmark,tt14592948,6.5,7682.0,1,0,0,0,1,0,2022-10
2022-10-02,Films (Non-English),9,1720000,3,drifting home,movie,Follows two childhood friends who drift into a mysterious sea with an entire housing complex.,2022,PG,119.0,"animation, adventure, drama",Japan,tt15494038,6.2,1659.0,1,0,0,0,0,0,2022-10
2022-10-02,TV (English),1,299840000,2,dahmer,movie,"Biopic about notorious American serial killer Jeffrey Dahmer, taking place in both the past and the present.",2002,R,101.0,"biography, crime, drama",United States,tt0285728,5.6,10725.0,1,0,0,0,1,0,2022-10
2022-10-02,TV (English),2,44610000,2,dynasty,SHOW,"The reboot follows two of America’s wealthiest families, the Carringtons and the Colbys, as they feud for control over their fortune and their children focusing on Fallon Carrington, the daughter of billionaire Blake Carrington, and her soon-to-be stepmother, Cristal, a Hispanic woman marrying into this WASP family and America’s most powerful class.",2017,TV-14,42.0,drama,United States,tt6128300,7.2,21637.0,1,0,0,0,0,0,2022-10
